entity_kind,entity,rank_or_class,param,from_version,to_version,from_value,to_value,abs_delta,pct_delta
taxon,Cyprinidae,family,risk_preference,0.3.1,0.4.0,1.113065,1.038224,0.074841,0.067239
taxon,Cyprinidae,family,temporal_discount_rate,0.3.1,0.4.0,0.666336,0.652178,0.014158,0.021248
taxon,Cyprinidae,family,effort_price_elasticity,0.3.1,0.4.0,-1.025131,-1.148289,0.123158,0.120139
taxon,Cyprinidae,family,cooperation_propensity,0.3.1,0.4.0,0.534405,0.521048,0.013357,0.024994
taxon,Cyprinidae,family,inequity_sensitivity,0.3.1,0.4.0,0.559101,0.577811,0.01871,0.033464
taxon,Cyprinidae,family,punishment_propensity,0.3.1,0.4.0,0.469426,0.485194,0.015768,0.03359
taxon,Cyprinidae,family,tokenization_capacity,0.3.1,0.4.0,0.4787,0.446166,0.032534,0.067963
taxon,Cyprinidae,family,risk_preference,0.4.0,0.5.0,1.038224,1.054321,0.016097,0.015504
taxon,Cyprinidae,family,temporal_discount_rate,0.4.0,0.5.0,0.652178,0.604903,0.047275,0.072488
taxon,Cyprinidae,family,effort_price_elasticity,0.4.0,0.5.0,-1.148289,-1.159979,0.01169,0.01018
taxon,Cyprinidae,family,cooperation_propensity,0.4.0,0.5.0,0.521048,0.456392,0.064656,0.124088
taxon,Cyprinidae,family,inequity_sensitivity,0.4.0,0.5.0,0.577811,0.502096,0.075715,0.131038
taxon,Cyprinidae,family,punishment_propensity,0.4.0,0.5.0,0.485194,0.407049,0.078145,0.161059
taxon,Cyprinidae,family,tokenization_capacity,0.4.0,0.5.0,0.446166,0.390555,0.055611,0.124642
taxon,Drosophilidae,family,risk_preference,0.3.0,0.3.1,1.118083,1.118083,0.0,0.0
taxon,Drosophilidae,family,temporal_discount_rate,0.3.0,0.3.1,0.78794,0.78794,0.0,0.0
taxon,Drosophilidae,family,effort_price_elasticity,0.3.0,0.3.1,-0.910891,-0.910891,0.0,0.0
taxon,Drosophilidae,family,cooperation_propensity,0.3.0,0.3.1,0.535347,0.535347,0.0,0.0
taxon,Drosophilidae,family,inequity_sensitivity,0.3.0,0.3.1,0.548307,0.548307,0.0,0.0
taxon,Drosophilidae,family,punishment_propensity,0.3.0,0.3.1,0.462541,0.462541,0.0,0.0
taxon,Drosophilidae,family,tokenization_capacity,0.3.0,0.3.1,0.474262,0.474262,0.0,0.0
taxon,Drosophilidae,family,risk_preference,0.3.1,0.4.0,1.118083,1.097283,0.0208,0.018603
taxon,Drosophilidae,family,temporal_discount_rate,0.3.1,0.4.0,0.78794,0.838509,0.050569,0.064179
taxon,Drosophilidae,family,effort_price_elasticity,0.3.1,0.4.0,-0.910891,-1.083125,0.172234,0.189083
taxon,Drosophilidae,family,cooperation_propensity,0.3.1,0.4.0,0.535347,0.484635,0.050712,0.094727
taxon,Drosophilidae,family,inequity_sensitivity,0.3.1,0.4.0,0.548307,0.583054,0.034747,0.063371
taxon,Drosophilidae,family,punishment_propensity,0.3.1,0.4.0,0.462541,0.520536,0.057995,0.125383
taxon,Drosophilidae,family,tokenization_capacity,0.3.1,0.4.0,0.474262,0.511981,0.037719,0.079532
taxon,Drosophilidae,family,risk_preference,0.4.0,0.5.0,1.097283,1.287575,0.190292,0.173421
taxon,Drosophilidae,family,temporal_discount_rate,0.4.0,0.5.0,0.838509,0.882653,0.044144,0.052646
taxon,Drosophilidae,family,effort_price_elasticity,0.4.0,0.5.0,-1.083125,-1.123948,0.040823,0.03769
taxon,Drosophilidae,family,cooperation_propensity,0.4.0,0.5.0,0.484635,0.310124,0.174511,0.360087
taxon,Drosophilidae,family,inequity_sensitivity,0.4.0,0.5.0,0.583054,0.435059,0.147995,0.253827
taxon,Drosophilidae,family,punishment_propensity,0.4.0,0.5.0,0.520536,0.350311,0.170225,0.327019
taxon,Drosophilidae,family,tokenization_capacity,0.4.0,0.5.0,0.511981,0.33464,0.177341,0.346382
taxon,Formicidae,family,risk_preference,0.3.0,0.3.1,0.905297,0.905297,0.0,0.0
taxon,Formicidae,family,temporal_discount_rate,0.3.0,0.3.1,0.739598,0.739598,0.0,0.0
taxon,Formicidae,family,effort_price_elasticity,0.3.0,0.3.1,-0.564905,-0.564905,0.0,0.0
taxon,Formicidae,family,cooperation_propensity,0.3.0,0.3.1,0.80887,0.80887,0.0,0.0
taxon,Formicidae,family,inequity_sensitivity,0.3.0,0.3.1,0.711271,0.711271,0.0,0.0
taxon,Formicidae,family,punishment_propensity,0.3.0,0.3.1,0.639279,0.639279,0.0,0.0
taxon,Formicidae,family,tokenization_capacity,0.3.0,0.3.1,0.645262,0.645262,0.0,0.0
taxon,Formicidae,family,risk_preference,0.3.1,0.4.0,0.905297,1.000616,0.095319,0.10529
taxon,Formicidae,family,temporal_discount_rate,0.3.1,0.4.0,0.739598,0.850182,0.110584,0.149519
taxon,Formicidae,family,effort_price_elasticity,0.3.1,0.4.0,-0.564905,-0.444151,0.120754,0.21376
taxon,Formicidae,family,cooperation_propensity,0.3.1,0.4.0,0.80887,0.568876,0.239994,0.296703
taxon,Formicidae,family,inequity_sensitivity,0.3.1,0.4.0,0.711271,0.644636,0.066635,0.093684
taxon,Formicidae,family,punishment_propensity,0.3.1,0.4.0,0.639279,0.542104,0.097175,0.152007
taxon,Formicidae,family,tokenization_capacity,0.3.1,0.4.0,0.645262,0.57271,0.072552,0.112438
taxon,Formicidae,family,risk_preference,0.4.0,0.5.0,1.000616,0.896966,0.10365,0.103586
taxon,Formicidae,family,temporal_discount_rate,0.4.0,0.5.0,0.850182,0.867837,0.017655,0.020766
taxon,Formicidae,family,effort_price_elasticity,0.4.0,0.5.0,-0.444151,-0.35482,0.089331,0.201128
taxon,Formicidae,family,cooperation_propensity,0.4.0,0.5.0,0.568876,0.862594,0.293718,0.516313
taxon,Formicidae,family,inequity_sensitivity,0.4.0,0.5.0,0.644636,0.759008,0.114372,0.177421
taxon,Formicidae,family,punishment_propensity,0.4.0,0.5.0,0.542104,0.642673,0.100569,0.185516
taxon,Formicidae,family,tokenization_capacity,0.4.0,0.5.0,0.57271,0.657887,0.085177,0.148726
taxon,Gasterosteidae,family,risk_preference,0.3.0,0.3.1,1.087573,1.087573,0.0,0.0
taxon,Gasterosteidae,family,temporal_discount_rate,0.3.0,0.3.1,0.64087,0.64087,0.0,0.0
taxon,Gasterosteidae,family,effort_price_elasticity,0.3.0,0.3.1,-1.016298,-1.016298,0.0,0.0
taxon,Gasterosteidae,family,cooperation_propensity,0.3.0,0.3.1,0.553319,0.553319,0.0,0.0
taxon,Gasterosteidae,family,inequity_sensitivity,0.3.0,0.3.1,0.574001,0.574001,0.0,0.0
taxon,Gasterosteidae,family,punishment_propensity,0.3.0,0.3.1,0.482516,0.482516,0.0,0.0
taxon,Gasterosteidae,family,tokenization_capacity,0.3.0,0.3.1,0.48995,0.48995,0.0,0.0
taxon,Gasterosteidae,family,risk_preference,0.3.1,0.4.0,1.087573,1.026644,0.060929,0.056023
taxon,Gasterosteidae,family,temporal_discount_rate,0.3.1,0.4.0,0.64087,0.656311,0.015441,0.024094
taxon,Gasterosteidae,family,effort_price_elasticity,0.3.1,0.4.0,-1.016298,-1.077973,0.061675,0.060686
taxon,Gasterosteidae,family,cooperation_propensity,0.3.1,0.4.0,0.553319,0.531669,0.02165,0.039128
taxon,Gasterosteidae,family,inequity_sensitivity,0.3.1,0.4.0,0.574001,0.585242,0.011241,0.019584
taxon,Gasterosteidae,family,punishment_propensity,0.3.1,0.4.0,0.482516,0.491726,0.00921,0.019087
taxon,Gasterosteidae,family,tokenization_capacity,0.3.1,0.4.0,0.48995,0.453635,0.036315,0.07412
taxon,Gasterosteidae,family,risk_preference,0.4.0,0.5.0,1.026644,1.053993,0.027349,0.026639
taxon,Gasterosteidae,family,temporal_discount_rate,0.4.0,0.5.0,0.656311,0.710616,0.054305,0.082743
taxon,Gasterosteidae,family,effort_price_elasticity,0.4.0,0.5.0,-1.077973,-1.055534,0.022439,0.020816
taxon,Gasterosteidae,family,cooperation_propensity,0.4.0,0.5.0,0.531669,0.534597,0.002928,0.005507
taxon,Gasterosteidae,family,inequity_sensitivity,0.4.0,0.5.0,0.585242,0.558731,0.026511,0.045299
taxon,Gasterosteidae,family,punishment_propensity,0.4.0,0.5.0,0.491726,0.466956,0.02477,0.050374
taxon,Gasterosteidae,family,tokenization_capacity,0.4.0,0.5.0,0.453635,0.448093,0.005542,0.012217
taxon,Hominidae,family,risk_preference,0.3.0,0.3.1,0.898788,0.898788,0.0,0.0
taxon,Hominidae,family,temporal_discount_rate,0.3.0,0.3.1,0.440715,0.440715,0.0,0.0
taxon,Hominidae,family,effort_price_elasticity,0.3.0,0.3.1,-0.72498,-0.72498,0.0,0.0
taxon,Hominidae,family,cooperation_propensity,0.3.0,0.3.1,0.812224,0.812224,0.0,0.0
taxon,Hominidae,family,inequity_sensitivity,0.3.0,0.3.1,0.78708,0.78708,0.0,0.0
taxon,Hominidae,family,punishment_propensity,0.3.0,0.3.1,0.662934,0.662934,0.0,0.0
taxon,Hominidae,family,tokenization_capacity,0.3.0,0.3.1,0.841152,0.841152,0.0,0.0
taxon,Hominidae,family,risk_preference,0.3.1,0.4.0,0.898788,0.910928,0.01214,0.013507
taxon,Hominidae,family,temporal_discount_rate,0.3.1,0.4.0,0.440715,0.452092,0.011377,0.025815
taxon,Hominidae,family,effort_price_elasticity,0.3.1,0.4.0,-0.72498,-0.620329,0.104651,0.14435
taxon,Hominidae,family,cooperation_propensity,0.3.1,0.4.0,0.812224,0.681234,0.13099,0.161273
taxon,Hominidae,family,inequity_sensitivity,0.3.1,0.4.0,0.78708,0.682559,0.104521,0.132796
taxon,Hominidae,family,punishment_propensity,0.3.1,0.4.0,0.662934,0.633614,0.02932,0.044228
taxon,Hominidae,family,tokenization_capacity,0.3.1,0.4.0,0.841152,0.781957,0.059195,0.070374
taxon,Hominidae,family,risk_preference,0.4.0,0.5.0,0.910928,0.823339,0.087589,0.096154
taxon,Hominidae,family,temporal_discount_rate,0.4.0,0.5.0,0.452092,0.324412,0.12768,0.28242
taxon,Hominidae,family,effort_price_elasticity,0.4.0,0.5.0,-0.620329,-0.636046,0.015717,0.025337
taxon,Hominidae,family,cooperation_propensity,0.4.0,0.5.0,0.681234,0.881709,0.200475,0.294282
taxon,Hominidae,family,inequity_sensitivity,0.4.0,0.5.0,0.682559,0.838686,0.156127,0.228738
taxon,Hominidae,family,punishment_propensity,0.4.0,0.5.0,0.633614,0.705276,0.071662,0.1131
taxon,Hominidae,family,tokenization_capacity,0.4.0,0.5.0,0.781957,0.871853,0.089896,0.114963
taxon,Muridae,family,risk_preference,0.3.0,0.3.1,1.013353,1.013353,0.0,0.0
taxon,Muridae,family,temporal_discount_rate,0.3.0,0.3.1,0.640149,0.640149,0.0,0.0
taxon,Muridae,family,effort_price_elasticity,0.3.0,0.3.1,-1.02344,-1.02344,0.0,0.0
taxon,Muridae,family,cooperation_propensity,0.3.0,0.3.1,0.645973,0.645973,0.0,0.0
taxon,Muridae,family,inequity_sensitivity,0.3.0,0.3.1,0.638729,0.638729,0.0,0.0
taxon,Muridae,family,punishment_propensity,0.3.0,0.3.1,0.550304,0.550304,0.0,0.0
taxon,Muridae,family,tokenization_capacity,0.3.0,0.3.1,0.754427,0.754427,0.0,0.0
taxon,Muridae,family,risk_preference,0.3.1,0.4.0,1.013353,0.978083,0.03527,0.034805
taxon,Muridae,family,temporal_discount_rate,0.3.1,0.4.0,0.640149,0.628477,0.011672,0.018233
taxon,Muridae,family,effort_price_elasticity,0.3.1,0.4.0,-1.02344,-1.190446,0.167006,0.163181
taxon,Muridae,family,cooperation_propensity,0.3.1,0.4.0,0.645973,0.647995,0.002022,0.00313
taxon,Muridae,family,inequity_sensitivity,0.3.1,0.4.0,0.638729,0.641765,0.003036,0.004753
taxon,Muridae,family,punishment_propensity,0.3.1,0.4.0,0.550304,0.571233,0.020929,0.038032
taxon,Muridae,family,tokenization_capacity,0.3.1,0.4.0,0.754427,0.750828,0.003599,0.004771
taxon,Muridae,family,risk_preference,0.4.0,0.5.0,0.978083,1.069662,0.091579,0.093631
taxon,Muridae,family,temporal_discount_rate,0.4.0,0.5.0,0.628477,0.753153,0.124676,0.198378
taxon,Muridae,family,effort_price_elasticity,0.4.0,0.5.0,-1.190446,-1.232799,0.042353,0.035577
taxon,Muridae,family,cooperation_propensity,0.4.0,0.5.0,0.647995,0.557486,0.090509,0.139675
taxon,Muridae,family,inequity_sensitivity,0.4.0,0.5.0,0.641765,0.54754,0.094225,0.146822
taxon,Muridae,family,punishment_propensity,0.4.0,0.5.0,0.571233,0.497681,0.073552,0.12876
taxon,Muridae,family,tokenization_capacity,0.4.0,0.5.0,0.750828,0.733575,0.017253,0.022979
taxon,Octopodidae,family,risk_preference,0.3.0,0.3.1,1.135511,1.135511,0.0,0.0
taxon,Octopodidae,family,temporal_discount_rate,0.3.0,0.3.1,0.600627,0.600627,0.0,0.0
taxon,Octopodidae,family,effort_price_elasticity,0.3.0,0.3.1,-1.345703,-1.345703,0.0,0.0
taxon,Octopodidae,family,cooperation_propensity,0.3.0,0.3.1,0.442671,0.442671,0.0,0.0
taxon,Octopodidae,family,inequity_sensitivity,0.3.0,0.3.1,0.539658,0.539658,0.0,0.0
taxon,Octopodidae,family,punishment_propensity,0.3.0,0.3.1,0.424382,0.424382,0.0,0.0
taxon,Octopodidae,family,tokenization_capacity,0.3.0,0.3.1,0.624075,0.624075,0.0,0.0
taxon,Octopodidae,family,risk_preference,0.3.1,0.4.0,1.135511,1.062664,0.072847,0.064153
taxon,Octopodidae,family,temporal_discount_rate,0.3.1,0.4.0,0.600627,0.602834,0.002207,0.003674
taxon,Octopodidae,family,effort_price_elasticity,0.3.1,0.4.0,-1.345703,-1.347891,0.002188,0.001626
taxon,Octopodidae,family,cooperation_propensity,0.3.1,0.4.0,0.442671,0.523238,0.080567,0.182002
taxon,Octopodidae,family,inequity_sensitivity,0.3.1,0.4.0,0.539658,0.595466,0.055808,0.103414
taxon,Octopodidae,family,punishment_propensity,0.3.1,0.4.0,0.424382,0.508326,0.083944,0.197803
taxon,Octopodidae,family,tokenization_capacity,0.3.1,0.4.0,0.624075,0.613755,0.01032,0.016536
taxon,Octopodidae,family,risk_preference,0.4.0,0.5.0,1.062664,1.164719,0.102055,0.096037
taxon,Octopodidae,family,temporal_discount_rate,0.4.0,0.5.0,0.602834,0.613239,0.010405,0.01726
taxon,Octopodidae,family,effort_price_elasticity,0.4.0,0.5.0,-1.347891,-1.462806,0.114915,0.085255
taxon,Octopodidae,family,cooperation_propensity,0.4.0,0.5.0,0.523238,0.388233,0.135005,0.258018
taxon,Octopodidae,family,inequity_sensitivity,0.4.0,0.5.0,0.595466,0.513878,0.081588,0.137015
taxon,Octopodidae,family,punishment_propensity,0.4.0,0.5.0,0.508326,0.396705,0.111621,0.219585
taxon,Octopodidae,family,tokenization_capacity,0.4.0,0.5.0,0.613755,0.605549,0.008206,0.01337
taxon,Poeciliidae,family,risk_preference,0.3.0,0.3.1,1.096986,1.096986,0.0,0.0
taxon,Poeciliidae,family,temporal_discount_rate,0.3.0,0.3.1,0.68662,0.68662,0.0,0.0
taxon,Poeciliidae,family,effort_price_elasticity,0.3.0,0.3.1,-0.977804,-0.977804,0.0,0.0
taxon,Poeciliidae,family,cooperation_propensity,0.3.0,0.3.1,0.559316,0.559316,0.0,0.0
taxon,Poeciliidae,family,inequity_sensitivity,0.3.0,0.3.1,0.569473,0.569473,0.0,0.0
taxon,Poeciliidae,family,punishment_propensity,0.3.0,0.3.1,0.484081,0.484081,0.0,0.0
taxon,Poeciliidae,family,tokenization_capacity,0.3.0,0.3.1,0.49445,0.49445,0.0,0.0
taxon,Poeciliidae,family,risk_preference,0.3.1,0.4.0,1.096986,1.037633,0.059353,0.054106
taxon,Poeciliidae,family,temporal_discount_rate,0.3.1,0.4.0,0.68662,0.697459,0.010839,0.015786
taxon,Poeciliidae,family,effort_price_elasticity,0.3.1,0.4.0,-0.977804,-1.031493,0.053689,0.054908
taxon,Poeciliidae,family,cooperation_propensity,0.3.1,0.4.0,0.559316,0.534552,0.024764,0.044276
taxon,Poeciliidae,family,inequity_sensitivity,0.3.1,0.4.0,0.569473,0.578812,0.009339,0.016399
taxon,Poeciliidae,family,punishment_propensity,0.3.1,0.4.0,0.484081,0.487544,0.003463,0.007154
taxon,Poeciliidae,family,tokenization_capacity,0.3.1,0.4.0,0.49445,0.452658,0.041792,0.084522
taxon,Poeciliidae,family,risk_preference,0.4.0,0.5.0,1.037633,1.075127,0.037494,0.036134
taxon,Poeciliidae,family,temporal_discount_rate,0.4.0,0.5.0,0.697459,0.750729,0.05327,0.076377
taxon,Poeciliidae,family,effort_price_elasticity,0.4.0,0.5.0,-1.031493,-1.025387,0.006106,0.00592
taxon,Poeciliidae,family,cooperation_propensity,0.4.0,0.5.0,0.534552,0.536341,0.001789,0.003347
taxon,Poeciliidae,family,inequity_sensitivity,0.4.0,0.5.0,0.578812,0.551951,0.026861,0.046407
taxon,Poeciliidae,family,punishment_propensity,0.4.0,0.5.0,0.487544,0.464955,0.022589,0.046332
taxon,Poeciliidae,family,tokenization_capacity,0.4.0,0.5.0,0.452658,0.450964,0.001694,0.003742
taxon,Sepiidae,family,risk_preference,0.3.0,0.3.1,1.119642,1.119642,0.0,0.0
taxon,Sepiidae,family,temporal_discount_rate,0.3.0,0.3.1,0.557401,0.557401,0.0,0.0
taxon,Sepiidae,family,effort_price_elasticity,0.3.0,0.3.1,-1.312813,-1.312813,0.0,0.0
taxon,Sepiidae,family,cooperation_propensity,0.3.0,0.3.1,0.460816,0.460816,0.0,0.0
taxon,Sepiidae,family,inequity_sensitivity,0.3.0,0.3.1,0.547341,0.547341,0.0,0.0
taxon,Sepiidae,family,punishment_propensity,0.3.0,0.3.1,0.434947,0.434947,0.0,0.0
taxon,Sepiidae,family,tokenization_capacity,0.3.0,0.3.1,0.635325,0.635325,0.0,0.0
taxon,Sepiidae,family,risk_preference,0.3.1,0.4.0,1.119642,1.058762,0.06088,0.054375
taxon,Sepiidae,family,temporal_discount_rate,0.3.1,0.4.0,0.557401,0.588009,0.030608,0.054912
taxon,Sepiidae,family,effort_price_elasticity,0.3.1,0.4.0,-1.312813,-1.302879,0.009934,0.007567
taxon,Sepiidae,family,cooperation_propensity,0.3.1,0.4.0,0.460816,0.527624,0.066808,0.144978
taxon,Sepiidae,family,inequity_sensitivity,0.3.1,0.4.0,0.547341,0.598216,0.050875,0.092949
taxon,Sepiidae,family,punishment_propensity,0.3.1,0.4.0,0.434947,0.511524,0.076577,0.176061
taxon,Sepiidae,family,tokenization_capacity,0.3.1,0.4.0,0.635325,0.615383,0.019942,0.031389
taxon,Sepiidae,family,risk_preference,0.4.0,0.5.0,1.058762,1.140999,0.082237,0.077673
taxon,Sepiidae,family,temporal_discount_rate,0.4.0,0.5.0,0.588009,0.52908,0.058929,0.100218
taxon,Sepiidae,family,effort_price_elasticity,0.4.0,0.5.0,-1.302879,-1.400399,0.09752,0.07485
taxon,Sepiidae,family,cooperation_propensity,0.4.0,0.5.0,0.527624,0.418898,0.108726,0.206067
taxon,Sepiidae,family,inequity_sensitivity,0.4.0,0.5.0,0.598216,0.522985,0.075231,0.125759
taxon,Sepiidae,family,punishment_propensity,0.4.0,0.5.0,0.511524,0.409095,0.102429,0.200243
taxon,Sepiidae,family,tokenization_capacity,0.4.0,0.5.0,0.615383,0.629953,0.01457,0.023676
taxon,Strigopidae,family,risk_preference,0.3.0,0.3.1,0.960049,0.960049,0.0,0.0
taxon,Strigopidae,family,temporal_discount_rate,0.3.0,0.3.1,0.482557,0.482557,0.0,0.0
taxon,Strigopidae,family,effort_price_elasticity,0.3.0,0.3.1,-0.787006,-0.787006,0.0,0.0
taxon,Strigopidae,family,cooperation_propensity,0.3.0,0.3.1,0.75699,0.75699,0.0,0.0
taxon,Strigopidae,family,inequity_sensitivity,0.3.0,0.3.1,0.733504,0.733504,0.0,0.0
taxon,Strigopidae,family,punishment_propensity,0.3.0,0.3.1,0.624047,0.624047,0.0,0.0
taxon,Strigopidae,family,tokenization_capacity,0.3.0,0.3.1,0.812387,0.812387,0.0,0.0
taxon,Strigopidae,family,risk_preference,0.3.1,0.4.0,0.960049,0.987747,0.027698,0.028851
taxon,Strigopidae,family,temporal_discount_rate,0.3.1,0.4.0,0.482557,0.488644,0.006087,0.012614
taxon,Strigopidae,family,effort_price_elasticity,0.3.1,0.4.0,-0.787006,-0.801579,0.014573,0.018517
taxon,Strigopidae,family,cooperation_propensity,0.3.1,0.4.0,0.75699,0.639949,0.117041,0.154614
taxon,Strigopidae,family,inequity_sensitivity,0.3.1,0.4.0,0.733504,0.655529,0.077975,0.106305
taxon,Strigopidae,family,punishment_propensity,0.3.1,0.4.0,0.624047,0.572127,0.05192,0.083199
taxon,Strigopidae,family,tokenization_capacity,0.3.1,0.4.0,0.812387,0.743821,0.068566,0.084401
taxon,Strigopidae,family,risk_preference,0.4.0,0.5.0,0.987747,0.938866,0.048881,0.049487
taxon,Strigopidae,family,temporal_discount_rate,0.4.0,0.5.0,0.488644,0.453061,0.035583,0.07282
taxon,Strigopidae,family,effort_price_elasticity,0.4.0,0.5.0,-0.801579,-0.712733,0.088846,0.110839
taxon,Strigopidae,family,cooperation_propensity,0.4.0,0.5.0,0.639949,0.798875,0.158926,0.248342
taxon,Strigopidae,family,inequity_sensitivity,0.4.0,0.5.0,0.655529,0.762088,0.106559,0.162554
taxon,Strigopidae,family,punishment_propensity,0.4.0,0.5.0,0.572127,0.652732,0.080605,0.140887
taxon,Strigopidae,family,tokenization_capacity,0.4.0,0.5.0,0.743821,0.85701,0.113189,0.152172
taxon,Columbiformes,order,risk_preference,0.3.0,0.3.1,1.008916,1.008916,0.0,0.0
taxon,Columbiformes,order,temporal_discount_rate,0.3.0,0.3.1,0.498023,0.498023,0.0,0.0
taxon,Columbiformes,order,effort_price_elasticity,0.3.0,0.3.1,-0.99784,-0.99784,0.0,0.0
taxon,Columbiformes,order,cooperation_propensity,0.3.0,0.3.1,0.66533,0.66533,0.0,0.0
taxon,Columbiformes,order,inequity_sensitivity,0.3.0,0.3.1,0.649604,0.649604,0.0,0.0
taxon,Columbiformes,order,punishment_propensity,0.3.0,0.3.1,0.563183,0.563183,0.0,0.0
taxon,Columbiformes,order,tokenization_capacity,0.3.0,0.3.1,0.767387,0.767387,0.0,0.0
taxon,Columbiformes,order,risk_preference,0.3.1,0.4.0,1.008916,1.003243,0.005673,0.005623
taxon,Columbiformes,order,temporal_discount_rate,0.3.1,0.4.0,0.498023,0.492998,0.005025,0.01009
taxon,Columbiformes,order,effort_price_elasticity,0.3.1,0.4.0,-0.99784,-1.124385,0.126545,0.126819
taxon,Columbiformes,order,cooperation_propensity,0.3.1,0.4.0,0.66533,0.629857,0.035473,0.053316
taxon,Columbiformes,order,inequity_sensitivity,0.3.1,0.4.0,0.649604,0.640546,0.009058,0.013944
taxon,Columbiformes,order,punishment_propensity,0.3.1,0.4.0,0.563183,0.559394,0.003789,0.006728
taxon,Columbiformes,order,tokenization_capacity,0.3.1,0.4.0,0.767387,0.74419,0.023197,0.030229
taxon,Columbiformes,order,risk_preference,0.4.0,0.5.0,1.003243,1.03681,0.033567,0.033458
taxon,Columbiformes,order,temporal_discount_rate,0.4.0,0.5.0,0.492998,0.484657,0.008341,0.016919
taxon,Columbiformes,order,effort_price_elasticity,0.4.0,0.5.0,-1.124385,-1.165619,0.041234,0.036672
taxon,Columbiformes,order,cooperation_propensity,0.4.0,0.5.0,0.629857,0.610522,0.019335,0.030697
taxon,Columbiformes,order,inequity_sensitivity,0.4.0,0.5.0,0.640546,0.601319,0.039227,0.06124
taxon,Columbiformes,order,punishment_propensity,0.4.0,0.5.0,0.559394,0.535714,0.02368,0.042332
taxon,Columbiformes,order,tokenization_capacity,0.4.0,0.5.0,0.74419,0.77008,0.02589,0.03479
taxon,Cypriniformes,order,risk_preference,0.3.0,0.3.1,1.113065,1.113065,0.0,0.0
taxon,Cypriniformes,order,temporal_discount_rate,0.3.0,0.3.1,0.666336,0.666336,0.0,0.0
taxon,Cypriniformes,order,effort_price_elasticity,0.3.0,0.3.1,-1.025131,-1.025131,0.0,0.0
taxon,Cypriniformes,order,cooperation_propensity,0.3.0,0.3.1,0.534405,0.534405,0.0,0.0
taxon,Cypriniformes,order,inequity_sensitivity,0.3.0,0.3.1,0.559101,0.559101,0.0,0.0
taxon,Cypriniformes,order,punishment_propensity,0.3.0,0.3.1,0.469426,0.469426,0.0,0.0
taxon,Cypriniformes,order,tokenization_capacity,0.3.0,0.3.1,0.4787,0.4787,0.0,0.0
taxon,Cypriniformes,order,risk_preference,0.3.1,0.4.0,1.113065,1.038224,0.074841,0.067239
taxon,Cypriniformes,order,temporal_discount_rate,0.3.1,0.4.0,0.666336,0.652178,0.014158,0.021248
taxon,Cypriniformes,order,effort_price_elasticity,0.3.1,0.4.0,-1.025131,-1.148289,0.123158,0.120139
taxon,Cypriniformes,order,cooperation_propensity,0.3.1,0.4.0,0.534405,0.521048,0.013357,0.024994
taxon,Cypriniformes,order,inequity_sensitivity,0.3.1,0.4.0,0.559101,0.577811,0.01871,0.033464
taxon,Cypriniformes,order,punishment_propensity,0.3.1,0.4.0,0.469426,0.485194,0.015768,0.03359
taxon,Cypriniformes,order,tokenization_capacity,0.3.1,0.4.0,0.4787,0.446166,0.032534,0.067963
taxon,Cypriniformes,order,risk_preference,0.4.0,0.5.0,1.038224,1.054321,0.016097,0.015504
taxon,Cypriniformes,order,temporal_discount_rate,0.4.0,0.5.0,0.652178,0.604903,0.047275,0.072488
taxon,Cypriniformes,order,effort_price_elasticity,0.4.0,0.5.0,-1.148289,-1.159979,0.01169,0.01018
taxon,Cypriniformes,order,cooperation_propensity,0.4.0,0.5.0,0.521048,0.456392,0.064656,0.124088
taxon,Cypriniformes,order,inequity_sensitivity,0.4.0,0.5.0,0.577811,0.502096,0.075715,0.131038
taxon,Cypriniformes,order,punishment_propensity,0.4.0,0.5.0,0.485194,0.407049,0.078145,0.161059
taxon,Cypriniformes,order,tokenization_capacity,0.4.0,0.5.0,0.446166,0.390555,0.055611,0.124642
taxon,Cyprinodontiformes,order,risk_preference,0.3.0,0.3.1,1.096986,1.096986,0.0,0.0
taxon,Cyprinodontiformes,order,temporal_discount_rate,0.3.0,0.3.1,0.68662,0.68662,0.0,0.0
taxon,Cyprinodontiformes,order,effort_price_elasticity,0.3.0,0.3.1,-0.977804,-0.977804,0.0,0.0
taxon,Cyprinodontiformes,order,cooperation_propensity,0.3.0,0.3.1,0.559316,0.559316,0.0,0.0
taxon,Cyprinodontiformes,order,inequity_sensitivity,0.3.0,0.3.1,0.569473,0.569473,0.0,0.0
taxon,Cyprinodontiformes,order,punishment_propensity,0.3.0,0.3.1,0.484081,0.484081,0.0,0.0
taxon,Cyprinodontiformes,order,tokenization_capacity,0.3.0,0.3.1,0.49445,0.49445,0.0,0.0
taxon,Cyprinodontiformes,order,risk_preference,0.3.1,0.4.0,1.096986,1.037633,0.059353,0.054106
taxon,Cyprinodontiformes,order,temporal_discount_rate,0.3.1,0.4.0,0.68662,0.697459,0.010839,0.015786
taxon,Cyprinodontiformes,order,effort_price_elasticity,0.3.1,0.4.0,-0.977804,-1.031493,0.053689,0.054908
taxon,Cyprinodontiformes,order,cooperation_propensity,0.3.1,0.4.0,0.559316,0.534552,0.024764,0.044276
taxon,Cyprinodontiformes,order,inequity_sensitivity,0.3.1,0.4.0,0.569473,0.578812,0.009339,0.016399
taxon,Cyprinodontiformes,order,punishment_propensity,0.3.1,0.4.0,0.484081,0.487544,0.003463,0.007154
taxon,Cyprinodontiformes,order,tokenization_capacity,0.3.1,0.4.0,0.49445,0.452658,0.041792,0.084522
